county,precinct,office,district,party,candidate,votes,pct
Tooele,GV02:1,ADAM T. MOW Judicial Retention,,,YES,287,74.74
Tooele,GV02:1,ADAM T. MOW Judicial Retention,,,NO,97,25.26
Tooele,GV02:1,AMBER M. METTLER Judicial Retention,,,YES,285,75.2
Tooele,GV02:1,AMBER M. METTLER Judicial Retention,,,NO,94,24.8
Tooele,GV02:1,BARRY G. LAWRENCE Judicial Retention,,,YES,293,75.91
Tooele,GV02:1,BARRY G. LAWRENCE Judicial Retention,,,NO,93,24.09
Tooele,GV02:1,CHELSEA KOCH Judicial Retention,,,YES,280,72.92
Tooele,GV02:1,CHELSEA KOCH Judicial Retention,,,NO,104,27.08
Tooele,GV02:1,DIANNA M. GIBSON Judicial Retention,,,YES,283,73.51
Tooele,GV02:1,DIANNA M. GIBSON Judicial Retention,,,NO,102,26.49
Tooele,GV02:1,JAMES T. BLANCH Judicial Retention,,,YES,294,76.96
Tooele,GV02:1,JAMES T. BLANCH Judicial Retention,,,NO,88,23.04
Tooele,GV02:1,LINDA JONES Judicial Retention,,,YES,267,69.9
Tooele,GV02:1,LINDA JONES Judicial Retention,,,NO,115,30.1
Tooele,GV02:1,MARK S. KOURIS Judicial Retention,,,YES,272,71.58
Tooele,GV02:1,MARK S. KOURIS Judicial Retention,,,NO,108,28.42
Tooele,GV02:1,PATRICK W. CORUM Judicial Retention,,,YES,283,73.7
Tooele,GV02:1,PATRICK W. CORUM Judicial Retention,,,NO,101,26.3
Tooele,GV02:1,PAUL BOYD PARKER Judicial Retention,,,YES,284,74.93
Tooele,GV02:1,PAUL BOYD PARKER Judicial Retention,,,NO,95,25.07
Tooele,GV02:1,RANDALL N. SKANCHY Judicial Retention,,,YES,271,70.94
Tooele,GV02:1,RANDALL N. SKANCHY Judicial Retention,,,NO,111,29.06
Tooele,GV02:1,RICHARD E. MRAZIK Judicial Retention,,,YES,281,73.95
Tooele,GV02:1,RICHARD E. MRAZIK Judicial Retention,,,NO,99,26.05
Tooele,GV02:1,ROBERT P. FAUST Judicial Retention,,,YES,241,64.1
Tooele,GV02:1,ROBERT P. FAUST Judicial Retention,,,NO,135,35.9
Tooele,GV02:1,VERNICE S. TREASE Judicial Retention,,,YES,279,72.85
Tooele,GV02:1,VERNICE S. TREASE Judicial Retention,,,NO,104,27.15
Tooele,GV02:1,Proposition #7 - Grantsville City Question 1,,,YES,220,51.04
Tooele,GV02:1,Proposition #7 - Grantsville City Question 1,,,NO,211,48.96
Tooele,GV02:1,Constitutional Amendment A,,,AGAINST,303,72.84
Tooele,GV02:1,Constitutional Amendment A,,,FOR,113,27.16
Tooele,GV02:2,Registered Voters,,,,10,
Tooele,GV02:2,Ballots Cast,,,,8,
Tooele,GV02:2,U.S. Senate,,REP,MIKE LEE,7,87.5
Tooele,GV02:2,U.S. Senate,,,EVAN MCMULLIN,1,12.5
Tooele,GV02:2,U.S. Senate,,LIB,JAMES ARTHUR HANSEN,0,0
Tooele,GV02:2,U.S. Senate,,IAP,TOMMY WILLIAMS,0,0
Tooele,GV02:2,U.S. Senate,,,Write-In: Laird Fetzer Hamblin,0,0
Tooele,GV02:2,U.S. Senate,,,Write-In: Fictitious Entry,0,0
Tooele,GV02:2,U.S. Senate,,,Write-In Totals,0,0
Tooele,GV02:2,U.S. Senate,,,Not Assigned,0,0
Tooele,GV02:2,U.S. House,2,REP,CHRIS STEWART,8,100
Tooele,GV02:2,U.S. House,2,DEM,NICK MITCHELL,0,0
Tooele,GV02:2,U.S. House,2,UUP,JAYMAC MCFARLAND,0,0
Tooele,GV02:2,U.S. House,2,CON,CASSIE EASLEY,0,0
Tooele,GV02:2,State Treasurer,,REP,MARLO M. OAKS,8,100
Tooele,GV02:2,State Treasurer,,UUP,THOMAS ALAN HORNE,0,0
Tooele,GV02:2,State Treasurer,,IAP,WARREN T ROGERS,0,0
Tooele,GV02:2,State Treasurer,,LIB,JOSEPH GEDDES BUCHMAN,0,0
Tooele,GV02:2,State Senate,11,REP,DANIEL W. THATCHER,7,100
Tooele,GV02:2,State House,29,REP,BRIDGER BOLINDER,7,87.5
Tooele,GV02:2,State House,29,CON,KIRK PEARSON,1,12.5
Tooele,GV02:2,State House,29,DEM,CHRIS DYER,0,0
Tooele,GV02:2,County Council 5,,REP,ERIK A. STROMBERG,8,100
Tooele,GV02:2,County Council 5,,LIB,SARAH M PATINO,0,0
Tooele,GV02:2,County Attorney,,REP,SCOTT A. BROADHEAD,8,100
Tooele,GV02:2,County Auditor,,REP,ALISON H. MCCOY,8,100
Tooele,GV02:2,County Clerk,,REP,TRACY SHAW,8,100
Tooele,GV02:2,County Sheriff,,REP,PAUL J. WIMMER,7,87.5
Tooele,GV02:2,County Sheriff,,,M. DEAN ADAMS,1,12.5
Tooele,GV02:2,PAIGE PETERSEN Judicial Retention,,,YES,3,50
Tooele,GV02:2,PAIGE PETERSEN Judicial Retention,,,NO,3,50
Tooele,GV02:2,ADAM T. MOW Judicial Retention,,,YES,3,50
Tooele,GV02:2,ADAM T. MOW Judicial Retention,,,NO,3,50
Tooele,GV02:2,AMBER M. METTLER Judicial Retention,,,YES,4,66.67
Tooele,GV02:2,AMBER M. METTLER Judicial Retention,,,NO,2,33.33
Tooele,GV02:2,BARRY G. LAWRENCE Judicial Retention,,,YES,4,66.67
Tooele,GV02:2,BARRY G. LAWRENCE Judicial Retention,,,NO,2,33.33
Tooele,GV02:2,CHELSEA KOCH Judicial Retention,,,YES,4,66.67
Tooele,GV02:2,CHELSEA KOCH Judicial Retention,,,NO,2,33.33
Tooele,GV02:2,DIANNA M. GIBSON Judicial Retention,,,YES,4,66.67
Tooele,GV02:2,DIANNA M. GIBSON Judicial Retention,,,NO,2,33.33
Tooele,GV02:2,JAMES T. BLANCH Judicial Retention,,,YES,4,66.67
Tooele,GV02:2,JAMES T. BLANCH Judicial Retention,,,NO,2,33.33
Tooele,GV02:2,LINDA JONES Judicial Retention,,,YES,4,66.67
Tooele,GV02:2,LINDA JONES Judicial Retention,,,NO,2,33.33
Tooele,GV02:2,MARK S. KOURIS Judicial Retention,,,YES,4,66.67
Tooele,GV02:2,MARK S. KOURIS Judicial Retention,,,NO,2,33.33
Tooele,GV02:2,PATRICK W. CORUM Judicial Retention,,,YES,4,66.67
Tooele,GV02:2,PATRICK W. CORUM Judicial Retention,,,NO,2,33.33
Tooele,GV02:2,PAUL BOYD PARKER Judicial Retention,,,YES,4,66.67
Tooele,GV02:2,PAUL BOYD PARKER Judicial Retention,,,NO,2,33.33
Tooele,GV02:2,RANDALL N. SKANCHY Judicial Retention,,,YES,4,66.67
Tooele,GV02:2,RANDALL N. SKANCHY Judicial Retention,,,NO,2,33.33
Tooele,GV02:2,RICHARD E. MRAZIK Judicial Retention,,,YES,4,66.67
Tooele,GV02:2,RICHARD E. MRAZIK Judicial Retention,,,NO,2,33.33
Tooele,GV02:2,ROBERT P. FAUST Judicial Retention,,,YES,4,66.67
Tooele,GV02:2,ROBERT P. FAUST Judicial Retention,,,NO,2,33.33
Tooele,GV02:2,VERNICE S. TREASE Judicial Retention,,,YES,4,66.67
Tooele,GV02:2,VERNICE S. TREASE Judicial Retention,,,NO,2,33.33
Tooele,GV02:2,Proposition #7 - Grantsville City Question 1,,,NO,6,75
Tooele,GV02:2,Proposition #7 - Grantsville City Question 1,,,YES,2,25
Tooele,GV02:2,Constitutional Amendment A,,,AGAINST,7,87.5
Tooele,GV02:2,Constitutional Amendment A,,,FOR,1,12.5
Tooele,GV02:3,Registered Voters,,,,0,
Tooele,GV02:3,Ballots Cast,,,,0,
Tooele,GV02:3,U.S. Senate,,,EVAN MCMULLIN,0,
Tooele,GV02:3,U.S. Senate,,LIB,JAMES ARTHUR HANSEN,0,
Tooele,GV02:3,U.S. Senate,,REP,MIKE LEE,0,
Tooele,GV02:3,U.S. Senate,,IAP,TOMMY WILLIAMS,0,
Tooele,GV02:3,U.S. Senate,,,Write-In: Laird Fetzer Hamblin,0,
Tooele,GV02:3,U.S. Senate,,,Write-In: Fictitious Entry,0,
Tooele,GV02:3,U.S. Senate,,,Write-In Totals,0,
Tooele,GV02:3,U.S. Senate,,,Not Assigned,0,
Tooele,GV02:3,U.S. House,2,DEM,NICK MITCHELL,0,
Tooele,GV02:3,U.S. House,2,UUP,JAYMAC MCFARLAND,0,
Tooele,GV02:3,U.S. House,2,CON,CASSIE EASLEY,0,
Tooele,GV02:3,U.S. House,2,REP,CHRIS STEWART,0,
Tooele,GV02:3,State Treasurer,,REP,MARLO M. OAKS,0,
Tooele,GV02:3,State Treasurer,,UUP,THOMAS ALAN HORNE,0,
Tooele,GV02:3,State Treasurer,,IAP,WARREN T ROGERS,0,
Tooele,GV02:3,State Treasurer,,LIB,JOSEPH GEDDES BUCHMAN,0,
Tooele,GV02:3,State Senate,11,REP,DANIEL W. THATCHER,0,
Tooele,GV02:3,State House,29,CON,KIRK PEARSON,0,
Tooele,GV02:3,State House,29,DEM,CHRIS DYER,0,
Tooele,GV02:3,State House,29,REP,BRIDGER BOLINDER,0,
Tooele,GV02:3,County Council 5,,LIB,SARAH M PATINO,0,
Tooele,GV02:3,County Council 5,,REP,ERIK A. STROMBERG,0,
Tooele,GV02:3,County Attorney,,REP,SCOTT A. BROADHEAD,0,
Tooele,GV02:3,County Auditor,,REP,ALISON H. MCCOY,0,
Tooele,GV02:3,County Clerk,,REP,TRACY SHAW,0,
Tooele,GV02:3,County Sheriff,,REP,PAUL J. WIMMER,0,
Tooele,GV02:3,County Sheriff,,,M. DEAN ADAMS,0,
Tooele,GV02:3,Local School Board 5,,,AMY AYRES,0,
Tooele,GV02:3,Local School Board 5,,,EMILY SYPHUS,0,
Tooele,GV02:3,PAIGE PETERSEN Judicial Retention,,,YES,0,
Tooele,GV02:3,PAIGE PETERSEN Judicial Retention,,,NO,0,
Tooele,GV02:3,ADAM T. MOW Judicial Retention,,,YES,0,
Tooele,GV02:3,ADAM T. MOW Judicial Retention,,,NO,0,
Tooele,GV02:3,AMBER M. METTLER Judicial Retention,,,YES,0,
Tooele,GV02:3,AMBER M. METTLER Judicial Retention,,,NO,0,
Tooele,GV02:3,BARRY G. LAWRENCE Judicial Retention,,,YES,0,
Tooele,GV02:3,BARRY G. LAWRENCE Judicial Retention,,,NO,0,
Tooele,GV02:3,CHELSEA KOCH Judicial Retention,,,YES,0,
Tooele,GV02:3,CHELSEA KOCH Judicial Retention,,,NO,0,
Tooele,GV02:3,DIANNA M. GIBSON Judicial Retention,,,YES,0,
Tooele,GV02:3,DIANNA M. GIBSON Judicial Retention,,,NO,0,
Tooele,GV02:3,JAMES T. BLANCH Judicial Retention,,,YES,0,
Tooele,GV02:3,JAMES T. BLANCH Judicial Retention,,,NO,0,
Tooele,GV02:3,LINDA JONES Judicial Retention,,,YES,0,
Tooele,GV02:3,LINDA JONES Judicial Retention,,,NO,0,
Tooele,GV02:3,MARK S. KOURIS Judicial Retention,,,YES,0,
Tooele,GV02:3,MARK S. KOURIS Judicial Retention,,,NO,0,
Tooele,GV02:3,PATRICK W. CORUM Judicial Retention,,,YES,0,
Tooele,GV02:3,PATRICK W. CORUM Judicial Retention,,,NO,0,
Tooele,GV02:3,PAUL BOYD PARKER Judicial Retention,,,YES,0,
Tooele,GV02:3,PAUL BOYD PARKER Judicial Retention,,,NO,0,
Tooele,GV02:3,RANDALL N. SKANCHY Judicial Retention,,,YES,0,
Tooele,GV02:3,RANDALL N. SKANCHY Judicial Retention,,,NO,0,
Tooele,GV02:3,RICHARD E. MRAZIK Judicial Retention,,,YES,0,
Tooele,GV02:3,RICHARD E. MRAZIK Judicial Retention,,,NO,0,
Tooele,GV02:3,ROBERT P. FAUST Judicial Retention,,,YES,0,
Tooele,GV02:3,ROBERT P. FAUST Judicial Retention,,,NO,0,
Tooele,GV02:3,VERNICE S. TREASE Judicial Retention,,,YES,0,
Tooele,GV02:3,VERNICE S. TREASE Judicial Retention,,,NO,0,
Tooele,GV02:3,Proposition #7 - Grantsville City Question 1,,,YES,0,
Tooele,GV02:3,Proposition #7 - Grantsville City Question 1,,,NO,0,
Tooele,GV02:3,Constitutional Amendment A,,,FOR,0,
Tooele,GV02:3,Constitutional Amendment A,,,AGAINST,0,
Tooele,GV03,Registered Voters,,,,794,
Tooele,GV03,Ballots Cast,,,,486,
Tooele,GV03,U.S. Senate,,REP,MIKE LEE,328,68.33
Tooele,GV03,U.S. Senate,,,EVAN MCMULLIN,125,26.04
Tooele,GV03,U.S. Senate,,LIB,JAMES ARTHUR HANSEN,21,4.38
Tooele,GV03,U.S. Senate,,IAP,TOMMY WILLIAMS,6,1.25
Tooele,GV03,U.S. Senate,,,Write-In: Laird Fetzer Hamblin,0,0
Tooele,GV03,U.S. Senate,,,Write-In: Fictitious Entry,0,0
Tooele,GV03,U.S. Senate,,,Write-In Totals,0,0
Tooele,GV03,U.S. Senate,,,Not Assigned,0,0
Tooele,GV03,U.S. House,2,REP,CHRIS STEWART,353,74
Tooele,GV03,U.S. House,2,DEM,NICK MITCHELL,74,15.51
Tooele,GV03,U.S. House,2,CON,CASSIE EASLEY,27,5.66
Tooele,GV03,U.S. House,2,UUP,JAYMAC MCFARLAND,23,4.82
Tooele,GV03,State Treasurer,,REP,MARLO M. OAKS,375,82.24
Tooele,GV03,State Treasurer,,LIB,JOSEPH GEDDES BUCHMAN,34,7.46
Tooele,GV03,State Treasurer,,UUP,THOMAS ALAN HORNE,26,5.7
Tooele,GV03,State Treasurer,,IAP,WARREN T ROGERS,21,4.61
Tooele,GV03,State Senate,1,REP,SCOTT SANDALL,406,100
Tooele,GV03,State House,29,REP,BRIDGER BOLINDER,366,76.73
Tooele,GV03,State House,29,DEM,CHRIS DYER,57,11.95
Tooele,GV03,State House,29,CON,KIRK PEARSON,54,11.32
Tooele,GV03,County Council 5,,REP,ERIK A. STROMBERG,376,81.03
Tooele,GV03,County Council 5,,LIB,SARAH M PATINO,88,18.97
Tooele,GV03,County Attorney,,REP,SCOTT A. BROADHEAD,413,100
Tooele,GV03,County Auditor,,REP,ALISON H. MCCOY,414,100
Tooele,GV03,County Clerk,,REP,TRACY SHAW,409,100
Tooele,GV03,County Sheriff,,REP,PAUL J. WIMMER,336,72.1
Tooele,GV03,County Sheriff,,,M. DEAN ADAMS,130,27.9
Tooele,GV03,Local School Board 7,,,ELIZABETH SMITH,287,66.9
Tooele,GV03,Local School Board 7,,,GARY K. MERRILL,142,33.1
Tooele,GV03,PAIGE PETERSEN Judicial Retention,,,YES,336,80.77
Tooele,GV03,PAIGE PETERSEN Judicial Retention,,,NO,80,19.23
Tooele,GV03,ADAM T. MOW Judicial Retention,,,YES,318,76.44
Tooele,GV03,ADAM T. MOW Judicial Retention,,,NO,98,23.56
Tooele,GV03,AMBER M. METTLER Judicial Retention,,,YES,322,77.4
Tooele,GV03,AMBER M. METTLER Judicial Retention,,,NO,94,22.6
Tooele,GV03,BARRY G. LAWRENCE Judicial Retention,,,YES,323,77.83
Tooele,GV03,BARRY G. LAWRENCE Judicial Retention,,,NO,92,22.17
Tooele,GV03,CHELSEA KOCH Judicial Retention,,,YES,302,72.6
Tooele,GV03,CHELSEA KOCH Judicial Retention,,,NO,114,27.4
Tooele,GV03,DIANNA M. GIBSON Judicial Retention,,,YES,309,73.92
Tooele,GV03,DIANNA M. GIBSON Judicial Retention,,,NO,109,26.08
Tooele,GV03,JAMES T. BLANCH Judicial Retention,,,YES,319,78.38
Tooele,GV03,JAMES T. BLANCH Judicial Retention,,,NO,88,21.62
Tooele,GV03,LINDA JONES Judicial Retention,,,YES,290,70.9
Tooele,GV03,LINDA JONES Judicial Retention,,,NO,119,29.1
Tooele,GV03,MARK S. KOURIS Judicial Retention,,,YES,299,73.46
Tooele,GV03,MARK S. KOURIS Judicial Retention,,,NO,108,26.54
Tooele,GV03,PATRICK W. CORUM Judicial Retention,,,YES,310,75.98
Tooele,GV03,PATRICK W. CORUM Judicial Retention,,,NO,98,24.02
Tooele,GV03,PAUL BOYD PARKER Judicial Retention,,,YES,313,76.53
Tooele,GV03,PAUL BOYD PARKER Judicial Retention,,,NO,96,23.47
Tooele,GV03,RANDALL N. SKANCHY Judicial Retention,,,YES,291,71.5
Tooele,GV03,RANDALL N. SKANCHY Judicial Retention,,,NO,116,28.5
Tooele,GV03,RICHARD E. MRAZIK Judicial Retention,,,YES,302,74.2
Tooele,GV03,RICHARD E. MRAZIK Judicial Retention,,,NO,105,25.8
Tooele,GV03,ROBERT P. FAUST Judicial Retention,,,YES,274,66.83
Tooele,GV03,ROBERT P. FAUST Judicial Retention,,,NO,136,33.17
Tooele,GV03,VERNICE S. TREASE Judicial Retention,,,YES,304,73.79
Tooele,GV03,VERNICE S. TREASE Judicial Retention,,,NO,108,26.21
Tooele,GV03,Proposition #7 - Grantsville City Question 1,,,YES,269,56.16
Tooele,GV03,Proposition #7 - Grantsville City Question 1,,,NO,210,43.84
Tooele,GV03,Constitutional Amendment A,,,AGAINST,326,71.18
Tooele,GV03,Constitutional Amendment A,,,FOR,132,28.82
Tooele,GV04:1,Registered Voters,,,,928,
Tooele,GV04:1,Ballots Cast,,,,550,
Tooele,GV04:1,U.S. Senate,,REP,MIKE LEE,393,72.11
Tooele,GV04:1,U.S. Senate,,,EVAN MCMULLIN,128,23.49
Tooele,GV04:1,U.S. Senate,,LIB,JAMES ARTHUR HANSEN,19,3.49
Tooele,GV04:1,U.S. Senate,,IAP,TOMMY WILLIAMS,4,0.73
Tooele,GV04:1,U.S. Senate,,,Write-In: Fictitious Entry,1,0.18
Tooele,GV04:1,U.S. Senate,,,Write-In: Laird Fetzer Hamblin,0,0
Tooele,GV04:1,U.S. Senate,,,Write-In Totals,1,0.18
Tooele,GV04:1,U.S. Senate,,,Not Assigned,0,0
Tooele,GV04:1,U.S. House,2,REP,CHRIS STEWART,411,75.83
Tooele,GV04:1,U.S. House,2,DEM,NICK MITCHELL,89,16.42
Tooele,GV04:1,U.S. House,2,UUP,JAYMAC MCFARLAND,24,4.43
Tooele,GV04:1,U.S. House,2,CON,CASSIE EASLEY,18,3.32
Tooele,GV04:1,State Treasurer,,REP,MARLO M. OAKS,409,80.2
Tooele,GV04:1,State Treasurer,,LIB,JOSEPH GEDDES BUCHMAN,53,10.39
Tooele,GV04:1,State Treasurer,,IAP,WARREN T ROGERS,28,5.49
Tooele,GV04:1,State Treasurer,,UUP,THOMAS ALAN HORNE,20,3.92
Tooele,GV04:1,State Senate,1,REP,SCOTT SANDALL,447,100
Tooele,GV04:1,State House,29,REP,BRIDGER BOLINDER,412,76.58
Tooele,GV04:1,State House,29,DEM,CHRIS DYER,75,13.94
Tooele,GV04:1,State House,29,CON,KIRK PEARSON,51,9.48
Tooele,GV04:1,County Council 5,,REP,ERIK A. STROMBERG,434,81.58
Tooele,GV04:1,County Council 5,,LIB,SARAH M PATINO,98,18.42
Tooele,GV04:1,County Attorney,,REP,SCOTT A. BROADHEAD,459,100
Tooele,GV04:1,County Auditor,,REP,ALISON H. MCCOY,460,100
Tooele,GV04:1,County Clerk,,REP,TRACY SHAW,454,100
Tooele,GV04:1,County Sheriff,,REP,PAUL J. WIMMER,385,72.5
Tooele,GV04:1,County Sheriff,,,M. DEAN ADAMS,146,27.5
Tooele,GV04:1,Local School Board 7,,,ELIZABETH SMITH,318,65.43
Tooele,GV04:1,Local School Board 7,,,GARY K. MERRILL,168,34.57
Tooele,GV04:1,PAIGE PETERSEN Judicial Retention,,,YES,349,72.26
Tooele,GV04:1,PAIGE PETERSEN Judicial Retention,,,NO,134,27.74
Tooele,GV04:1,ADAM T. MOW Judicial Retention,,,YES,344,71.22
Tooele,GV04:1,ADAM T. MOW Judicial Retention,,,NO,139,28.78
Tooele,GV04:1,AMBER M. METTLER Judicial Retention,,,YES,343,71.61
Tooele,GV04:1,AMBER M. METTLER Judicial Retention,,,NO,136,28.39
Tooele,GV04:1,BARRY G. LAWRENCE Judicial Retention,,,YES,333,69.23
Tooele,GV04:1,BARRY G. LAWRENCE Judicial Retention,,,NO,148,30.77
Tooele,GV04:1,CHELSEA KOCH Judicial Retention,,,YES,328,68.48
Tooele,GV04:1,CHELSEA KOCH Judicial Retention,,,NO,151,31.52
Tooele,GV04:1,DIANNA M. GIBSON Judicial Retention,,,YES,332,69.17
Tooele,GV04:1,DIANNA M. GIBSON Judicial Retention,,,NO,148,30.83
Tooele,GV04:1,JAMES T. BLANCH Judicial Retention,,,YES,345,72.18
Tooele,GV04:1,JAMES T. BLANCH Judicial Retention,,,NO,133,27.82
Tooele,GV04:1,LINDA JONES Judicial Retention,,,YES,322,67.79
Tooele,GV04:1,LINDA JONES Judicial Retention,,,NO,153,32.21
Tooele,GV04:1,MARK S. KOURIS Judicial Retention,,,YES,310,65.54
Tooele,GV04:1,MARK S. KOURIS Judicial Retention,,,NO,163,34.46
Tooele,GV04:1,PATRICK W. CORUM Judicial Retention,,,YES,329,69.26
Tooele,GV04:1,PATRICK W. CORUM Judicial Retention,,,NO,146,30.74
Tooele,GV04:1,PAUL BOYD PARKER Judicial Retention,,,YES,331,69.98
Tooele,GV04:1,PAUL BOYD PARKER Judicial Retention,,,NO,142,30.02
Tooele,GV04:1,RANDALL N. SKANCHY Judicial Retention,,,YES,327,68.41
Tooele,GV04:1,RANDALL N. SKANCHY Judicial Retention,,,NO,151,31.59
Tooele,GV04:1,RICHARD E. MRAZIK Judicial Retention,,,YES,325,68.57
Tooele,GV04:1,RICHARD E. MRAZIK Judicial Retention,,,NO,149,31.43
Tooele,GV04:1,ROBERT P. FAUST Judicial Retention,,,YES,266,55.88
Tooele,GV04:1,ROBERT P. FAUST Judicial Retention,,,NO,210,44.12
Tooele,GV04:1,VERNICE S. TREASE Judicial Retention,,,YES,340,71.58
Tooele,GV04:1,VERNICE S. TREASE Judicial Retention,,,NO,135,28.42
Tooele,GV04:1,Proposition #7 - Grantsville City Question 1,,,YES,307,56.85
Tooele,GV04:1,Proposition #7 - Grantsville City Question 1,,,NO,233,43.15
Tooele,GV04:1,Constitutional Amendment A,,,AGAINST,354,68.08
Tooele,GV04:1,Constitutional Amendment A,,,FOR,166,31.92
Tooele,GV04:2U,Registered Voters,,,,4,
Tooele,GV04:2U,Ballots Cast,,,,4,
Tooele,GV04:2U,U.S. Senate,,REP,MIKE LEE,4,100
Tooele,GV04:2U,U.S. Senate,,,EVAN MCMULLIN,0,0
Tooele,GV04:2U,U.S. Senate,,LIB,JAMES ARTHUR HANSEN,0,0
Tooele,GV04:2U,U.S. Senate,,IAP,TOMMY WILLIAMS,0,0
Tooele,GV04:2U,U.S. Senate,,,Write-In: Laird Fetzer Hamblin,0,0
Tooele,GV04:2U,U.S. Senate,,,Write-In: Fictitious Entry,0,0
Tooele,GV04:2U,U.S. Senate,,,Write-In Totals,0,0
Tooele,GV04:2U,U.S. Senate,,,Not Assigned,0,0
Tooele,GV04:2U,U.S. House,2,REP,CHRIS STEWART,3,75
Tooele,GV04:2U,U.S. House,2,CON,CASSIE EASLEY,1,25
Tooele,GV04:2U,U.S. House,2,DEM,NICK MITCHELL,0,0
Tooele,GV04:2U,U.S. House,2,UUP,JAYMAC MCFARLAND,0,0
Tooele,GV04:2U,State Treasurer,,REP,MARLO M. OAKS,3,75
Tooele,GV04:2U,State Treasurer,,LIB,JOSEPH GEDDES BUCHMAN,1,25
Tooele,GV04:2U,State Treasurer,,UUP,THOMAS ALAN HORNE,0,0
Tooele,GV04:2U,State Treasurer,,IAP,WARREN T ROGERS,0,0
Tooele,GV04:2U,State Senate,11,REP,DANIEL W. THATCHER,4,100
Tooele,GV04:2U,State House,29,REP,BRIDGER BOLINDER,3,75
Tooele,GV04:2U,State House,29,CON,KIRK PEARSON,1,25
Tooele,GV04:2U,State House,29,DEM,CHRIS DYER,0,0
Tooele,GV04:2U,County Council 5,,REP,ERIK A. STROMBERG,3,75
Tooele,GV04:2U,County Council 5,,LIB,SARAH M PATINO,1,25
Tooele,GV04:2U,County Attorney,,REP,SCOTT A. BROADHEAD,4,100
Tooele,GV04:2U,County Auditor,,REP,ALISON H. MCCOY,4,100
Tooele,GV04:2U,County Clerk,,REP,TRACY SHAW,4,100
Tooele,GV04:2U,County Sheriff,,REP,PAUL J. WIMMER,3,75
Tooele,GV04:2U,County Sheriff,,,M. DEAN ADAMS,1,25
Tooele,GV04:2U,Local School Board 7,,,ELIZABETH SMITH,4,100
Tooele,GV04:2U,Local School Board 7,,,GARY K. MERRILL,0,0
Tooele,GV04:2U,PAIGE PETERSEN Judicial Retention,,,YES,3,75
Tooele,GV04:2U,PAIGE PETERSEN Judicial Retention,,,NO,1,25
Tooele,GV04:2U,ADAM T. MOW Judicial Retention,,,YES,3,75
Tooele,GV04:2U,ADAM T. MOW Judicial Retention,,,NO,1,25
Tooele,GV04:2U,AMBER M. METTLER Judicial Retention,,,YES,3,75
Tooele,GV04:2U,AMBER M. METTLER Judicial Retention,,,NO,1,25
Tooele,GV04:2U,BARRY G. LAWRENCE Judicial Retention,,,YES,3,75
Tooele,GV04:2U,BARRY G. LAWRENCE Judicial Retention,,,NO,1,25
Tooele,GV04:2U,CHELSEA KOCH Judicial Retention,,,YES,3,75
Tooele,GV04:2U,CHELSEA KOCH Judicial Retention,,,NO,1,25
Tooele,GV04:2U,DIANNA M. GIBSON Judicial Retention,,,YES,3,75
Tooele,GV04:2U,DIANNA M. GIBSON Judicial Retention,,,NO,1,25
Tooele,GV04:2U,JAMES T. BLANCH Judicial Retention,,,YES,3,75
Tooele,GV04:2U,JAMES T. BLANCH Judicial Retention,,,NO,1,25
Tooele,GV04:2U,LINDA JONES Judicial Retention,,,YES,3,75
Tooele,GV04:2U,LINDA JONES Judicial Retention,,,NO,1,25
Tooele,GV04:2U,MARK S. KOURIS Judicial Retention,,,YES,3,75
Tooele,GV04:2U,MARK S. KOURIS Judicial Retention,,,NO,1,25
Tooele,GV04:2U,PATRICK W. CORUM Judicial Retention,,,YES,3,75
Tooele,GV04:2U,PATRICK W. CORUM Judicial Retention,,,NO,1,25
Tooele,GV04:2U,PAUL BOYD PARKER Judicial Retention,,,YES,3,75
Tooele,GV04:2U,PAUL BOYD PARKER Judicial Retention,,,NO,1,25
Tooele,GV04:2U,RANDALL N. SKANCHY Judicial Retention,,,YES,3,75
Tooele,GV04:2U,RANDALL N. SKANCHY Judicial Retention,,,NO,1,25
Tooele,GV04:2U,RICHARD E. MRAZIK Judicial Retention,,,YES,3,75
Tooele,GV04:2U,RICHARD E. MRAZIK Judicial Retention,,,NO,1,25
Tooele,GV04:2U,ROBERT P. FAUST Judicial Retention,,,YES,3,75
Tooele,GV04:2U,ROBERT P. FAUST Judicial Retention,,,NO,1,25
Tooele,GV04:2U,VERNICE S. TREASE Judicial Retention,,,YES,3,75
Tooele,GV04:2U,VERNICE S. TREASE Judicial Retention,,,NO,1,25
Tooele,GV04:2U,Constitutional Amendment A,,,AGAINST,3,75
Tooele,GV04:2U,Constitutional Amendment A,,,FOR,1,25
Tooele,GV04:3U,Registered Voters,,,,0,
Tooele,GV04:3U,Ballots Cast,,,,0,
Tooele,GV04:3U,U.S. Senate,,,EVAN MCMULLIN,0,
Tooele,GV04:3U,U.S. Senate,,LIB,JAMES ARTHUR HANSEN,0,
Tooele,GV04:3U,U.S. Senate,,REP,MIKE LEE,0,
Tooele,GV04:3U,U.S. Senate,,IAP,TOMMY WILLIAMS,0,
Tooele,GV04:3U,U.S. Senate,,,Write-In: Laird Fetzer Hamblin,0,
Tooele,GV04:3U,U.S. Senate,,,Write-In: Fictitious Entry,0,
Tooele,GV04:3U,U.S. Senate,,,Write-In Totals,0,
Tooele,GV04:3U,U.S. Senate,,,Not Assigned,0,
Tooele,GV04:3U,U.S. House,2,DEM,NICK MITCHELL,0,
